City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Marsh Harbour,BS,2021-11-01 04:29:48,26.5412,-77.0636,76.28,63,10,5.37
281,Yulara,AU,2021-11-01 04:26:44,-25.2406,130.9889,87.64,30,0,6.91
282,Morant Bay,JM,2021-11-01 04:29:49,17.8815,-76.4093,80.22,83,23,5.88
283,Yellowknife,CA,2021-11-01 04:26:06,62.456,-114.3525,33.42,99,90,13.8
284,Pemba,MZ,2021-11-01 04:29:50,-12.974,40.5178,77.7,94,20,9.22
285,Dire Dawa,ET,2021-11-01 04:29:51,9.5931,41.8661,67.23,74,42,2.55
286,Bowen,AU,2021-11-01 04:29:51,-20.0167,148.2333,82.62,66,12,22.7
287,Macusani,PE,2021-11-01 04:29:52,-14.0833,-70.4333,38.97,92,99,2.15
288,Jhelum,PK,2021-11-01 04:29:52,32.9331,73.7264,71.37,36,4,1.77
289,Petauke,ZM,2021-11-01 04:29:53,-14.2426,31.3253,74.21,46,19,4.0
290,Dhidhdhoo,MV,2021-11-01 04:29:53,6.8833,73.1,81.0,80,100,12.64
291,Myronivka,UA,2021-11-01 04:29:54,49.6601,30.9823,38.41,86,0,7.0
292,San Ramon,US,2021-11-01 04:29:54,37.7799,-121.978,58.96,84,1,5.75
293,Summerville,US,2021-11-01 04:29:55,33.0185,-80.1757,58.8,94,1,0.0
294,Buala,SB,2021-11-01 04:29:55,-8.145,159.5921,83.34,74,79,6.4
295,Nagpur,IN,2021-11-01 04:29:56,21.15,79.1,75.22,50,6,2.3
296,Constitucion,CL,2021-11-01 04:29:56,-35.3333,-72.4167,49.84,91,68,5.88
297,Kiruna,SE,2021-11-01 04:29:57,67.8557,20.2251,29.32,100,90,0.0
298,Bilibino,RU,2021-11-01 04:29:57,68.0546,166.4372,-24.09,100,99,1.79
299,Nabire,ID,2021-11-01 04:29:58,-3.3667,135.4833,83.93,74,71,4.07
300,Svetlaya,RU,2021-11-01 04:29:58,46.5389,138.3297,40.8,82,100,4.43
301,Dhamtari,IN,2021-11-01 04:29:59,20.7072,81.5497,76.8,59,10,4.9
302,Manacapuru,BR,2021-11-01 04:29:59,-3.2997,-60.6206,77.58,90,86,2.28
303,Honningsvag,NO,2021-11-01 04:30:00,70.9821,25.9704,31.53,86,74,17.94
304,Bedford,GB,2021-11-01 04:30:00,52.1346,-0.4663,50.05,79,92,21.0
305,Rudnyy,KZ,2021-11-01 04:30:01,52.9594,63.1206,43.03,85,87,13.73
306,Fairlie,GB,2021-11-01 04:30:02,55.756,-4.8556,47.01,95,100,8.99
307,Padang,ID,2021-11-01 04:30:03,-0.9492,100.3543,86.05,73,100,4.43
308,Havoysund,NO,2021-11-01 04:30:04,70.9963,24.6622,38.28,85,95,16.13
309,Ilulissat,GL,2021-11-01 04:30:05,69.2167,-51.1,33.82,80,75,12.66
310,Saldanha,ZA,2021-11-01 04:30:06,-33.0117,17.9442,62.65,74,77,15.84
311,Kirovskiy,RU,2021-11-01 04:30:07,45.0917,133.5136,48.09,48,37,4.68
312,Yaring,TH,2021-11-01 04:30:08,6.8662,101.3689,87.84,71,94,3.69
313,Shetpe,KZ,2021-11-01 04:30:09,44.1667,52.1167,48.97,41,74,11.18
314,Kavaratti,IN,2021-11-01 04:25:26,10.5669,72.642,81.91,78,90,7.34
315,Houma,US,2021-11-01 04:25:51,29.5958,-90.7195,62.6,94,14,1.32
316,Sfantu Gheorghe,RO,2021-11-01 04:29:44,45.8667,25.7833,42.26,89,5,2.15
317,Broome,US,2021-11-01 04:30:11,42.2506,-75.833,52.66,79,75,1.99
318,Alyangula,AU,2021-11-01 04:30:11,-13.8483,136.4192,93.07,52,40,13.8
319,Lompoc,US,2021-11-01 04:25:34,34.6391,-120.4579,57.78,87,1,0.0
320,Avera,US,2021-11-01 04:30:12,33.194,-82.5271,55.71,83,0,5.64
321,Auka,HN,2021-11-01 04:30:13,14.9333,-83.8333,74.73,86,87,4.25
322,Bayonet Point,US,2021-11-01 04:30:14,28.3267,-82.6834,68.95,79,5,1.99
323,Malanville,BJ,2021-11-01 04:30:14,11.8685,3.3899,71.94,35,5,2.37
324,Santa Helena De Goias,BR,2021-11-01 04:30:15,-17.8136,-50.5969,71.31,83,68,3.38
325,Fort-Shevchenko,KZ,2021-11-01 04:30:16,44.5086,50.263,53.74,49,99,15.37
326,San Patricio,US,2021-11-01 04:30:16,28.017,-97.5169,75.81,63,0,7.65
327,Hopelchen,MX,2021-11-01 04:30:17,19.7667,-89.85,63.18,81,7,2.06
328,Tolmachevo,RU,2021-11-01 04:30:17,54.9824,82.7363,24.78,90,90,8.95
329,Batemans Bay,AU,2021-11-01 04:30:18,-35.7167,150.1833,82.2,52,67,10.29
330,Iskateley,RU,2021-11-01 04:30:19,67.6803,53.1512,6.71,94,5,2.71
331,Alanya,TR,2021-11-01 04:30:19,36.5438,31.9998,60.93,66,87,3.96
332,Rawlins,US,2021-11-01 04:29:29,41.7911,-107.2387,32.43,92,90,8.05
333,Izumo,JP,2021-11-01 04:30:20,35.3667,132.7667,69.75,52,75,10.36
334,Paamiut,GL,2021-11-01 04:30:20,61.994,-49.6678,31.03,69,92,10.63
335,Shubarkuduk,KZ,2021-11-01 04:30:21,49.1447,56.4872,43.09,56,9,9.93
336,Iralaya,HN,2021-11-01 04:30:21,15.0,-83.2333,78.91,83,96,13.2
337,Lae,PG,2021-11-01 04:30:22,-6.7221,146.9847,79.47,67,93,10.33
338,Oistins,BB,2021-11-01 04:30:23,13.0667,-59.5333,73.49,88,75,17.27
339,Luwuk,ID,2021-11-01 04:25:34,-0.9516,122.7875,87.57,65,14,3.44
340,Magadan,RU,2021-11-01 04:30:23,59.5667,150.8,13.77,56,1,2.24
341,Stornoway,GB,2021-11-01 04:30:24,58.2093,-6.3865,50.94,93,75,31.07
342,Salalah,OM,2021-11-01 04:30:25,17.0151,54.0924,77.09,57,0,1.14
343,Anito,PH,2021-11-01 04:30:25,12.4497,125.2886,84.18,72,87,11.23
344,Alihe,CN,2021-11-01 04:30:26,50.5667,123.7167,42.53,23,23,5.03
345,Hare Bay,CA,2021-11-01 04:30:26,48.8499,-54.0148,42.19,92,86,10.27
346,Stokmarknes,NO,2021-11-01 04:29:17,68.5646,14.9108,48.49,81,75,10.36
347,Grand Gaube,MU,2021-11-01 04:30:27,-20.0064,57.6608,78.39,70,1,8.99
348,Hasaki,JP,2021-11-01 04:30:27,35.7333,140.8333,70.29,69,100,4.63
349,Talhar,PK,2021-11-01 04:30:28,24.8833,68.8167,87.57,26,1,14.03
350,Palmer,US,2021-11-01 04:30:28,42.1584,-72.3287,55.0,76,20,6.91
351,Tezu,IN,2021-11-01 04:30:29,27.9167,96.1667,80.1,42,69,3.44
352,Auki,SB,2021-11-01 04:29:58,-8.7676,160.7034,80.62,83,100,5.12
353,Petropavl,KZ,2021-11-01 04:30:30,54.8753,69.1628,35.58,100,90,13.42
354,Podgorica,ME,2021-11-01 04:30:30,42.4411,19.2636,42.58,87,0,2.3
355,Wuwei,CN,2021-11-01 04:30:30,37.9281,102.6414,53.2,27,71,9.13
356,Ballitoville,ZA,2021-11-01 04:30:31,-29.539,31.2144,67.24,94,0,4.61
357,Torbay,CA,2021-11-01 04:30:31,47.6666,-52.7314,46.58,94,90,14.97
358,Quesnel,CA,2021-11-01 04:30:32,52.9999,-122.5029,21.7,86,1,0.0
359,Erzincan,TR,2021-11-01 04:30:32,39.75,39.5,43.9,93,75,2.3
360,Lebanon,US,2021-11-01 04:30:33,36.2081,-86.2911,53.65,75,75,3.44
361,Sakakah,SA,2021-11-01 04:30:34,29.9697,40.2064,69.37,34,100,10.74
362,Lasa,IT,2021-11-01 04:29:12,46.6166,10.7002,48.94,98,97,3.62
363,Lata,PT,2021-11-01 04:30:35,40.1629,-8.3327,60.93,96,100,4.99
364,Ishimbay,RU,2021-11-01 04:30:36,53.4545,56.0415,41.58,84,38,8.46
365,Vao,NC,2021-11-01 04:30:36,-22.6667,167.4833,71.73,74,23,23.13
366,Caravelas,BR,2021-11-01 04:27:07,-17.7125,-39.2481,73.85,84,49,7.07
367,Port-Gentil,GA,2021-11-01 04:30:37,-0.7193,8.7815,76.33,91,100,8.48
368,Anloga,GH,2021-11-01 04:30:38,5.7947,0.8973,79.02,80,80,14.92
369,Aalen,DE,2021-11-01 04:30:39,48.8378,10.0933,52.52,91,68,5.68
370,Paita,PE,2021-11-01 04:30:39,-5.0892,-81.1144,64.87,80,16,8.59
371,Frontera,MX,2021-11-01 04:30:40,26.9333,-101.45,70.7,56,0,3.4
372,Saint Anthony,US,2021-11-01 04:30:40,45.0205,-93.218,38.35,69,1,1.01
373,Mahon,ES,2021-11-01 04:30:41,39.8885,4.2658,72.16,83,0,10.36
374,Korla,CN,2021-11-01 04:30:41,41.7597,86.1469,54.54,22,13,4.38
375,Shelburne,CA,2021-11-01 04:30:42,44.0787,-80.2041,44.85,95,87,18.05
376,Sogne,NO,2021-11-01 04:30:42,58.0833,7.8167,53.46,86,77,12.75
377,Kathu,TH,2021-11-01 04:30:43,7.9178,98.3332,85.82,97,85,7.7
378,Makakilo City,US,2021-11-01 04:30:43,21.3469,-158.0858,79.12,70,20,8.05
379,Brokopondo,SR,2021-11-01 04:30:44,4.75,-55.1667,75.81,91,95,6.67
380,Porto Velho,BR,2021-11-01 04:27:13,-8.7619,-63.9039,77.05,88,20,2.3
381,Kawardha,IN,2021-11-01 04:30:45,22.0167,81.25,78.28,41,5,4.76
382,Oranjemund,NA,2021-11-01 04:30:45,-28.55,16.4333,60.78,75,100,10.22
383,Kadiri,IN,2021-11-01 04:30:46,14.1167,78.1667,79.92,69,99,8.81
384,Los Llanos De Aridane,ES,2021-11-01 04:30:46,28.6585,-17.9182,70.12,25,0,5.01
385,Dukat,RU,2021-11-01 04:30:47,62.55,155.55,-14.91,96,30,3.65
386,Koumac,NC,2021-11-01 04:30:47,-20.5667,164.2833,77.09,69,5,18.41
387,Sept-Iles,CA,2021-11-01 04:27:27,50.2001,-66.3821,50.52,97,90,8.01
388,Bintulu,MY,2021-11-01 04:30:48,3.1667,113.0333,88.21,74,40,5.01
389,Belmonte,BR,2021-11-01 04:28:06,-15.8631,-38.8828,77.5,88,47,7.52
390,Dingle,PH,2021-11-01 04:30:48,10.9995,122.6711,84.61,73,69,14.88
391,Cap Malheureux,MU,2021-11-01 04:30:49,-19.9842,57.6142,78.48,70,1,8.99
392,Nguru,NG,2021-11-01 04:30:49,12.8791,10.4526,77.2,20,99,7.9
393,Hambantota,LK,2021-11-01 04:30:50,6.1241,81.1185,86.34,79,40,5.75
394,Ola,RU,2021-11-01 04:30:50,59.5833,151.2833,15.28,47,1,1.81
395,Poletayevo,RU,2021-11-01 04:30:51,55.0336,61.1138,44.42,80,100,12.82
396,Ampanihy,MG,2021-11-01 04:30:51,-24.7,44.75,77.45,61,2,7.87
397,Bjornevatn,NO,2021-11-01 04:30:52,69.6672,29.9847,31.62,93,75,6.91
398,Washington,US,2021-11-01 04:26:03,47.5001,-120.5015,40.24,50,4,3.76
399,Fort Nelson,CA,2021-11-01 04:30:52,58.8053,-122.7002,18.99,79,20,0.0
400,Madona,LV,2021-11-01 04:30:53,56.8533,26.217,39.7,91,67,4.94
401,Jieshi,CN,2021-11-01 04:30:54,22.8134,115.8257,81.95,68,32,17.72
402,Portland,US,2021-11-01 04:30:49,45.5234,-122.6762,54.19,47,1,3.0
403,Loningen,DE,2021-11-01 04:30:54,52.7333,7.7667,50.63,90,67,14.67
404,Niquero,CU,2021-11-01 04:30:55,20.0431,-77.5828,76.64,88,92,9.93
405,Ukiah,US,2021-11-01 04:30:02,39.1502,-123.2078,58.15,84,90,5.75
406,College,US,2021-11-01 04:30:15,64.8569,-147.8028,46.35,40,75,9.22
407,Alofi,NU,2021-11-01 04:30:56,-19.0595,-169.9187,78.69,65,75,14.97
408,Souillac,MU,2021-11-01 04:30:56,-20.5167,57.5167,78.37,78,40,6.91
409,Srednekolymsk,RU,2021-11-01 04:30:57,67.45,153.6833,-9.99,97,48,3.56
410,Altotting,DE,2021-11-01 04:30:57,48.2333,12.6833,50.2,92,41,1.86
411,Winslow,US,2021-11-01 04:30:58,35.0242,-110.6974,54.97,45,1,1.01
412,Strezhevoy,RU,2021-11-01 04:30:58,60.7333,77.5889,-0.42,85,50,6.2
413,Isangel,VU,2021-11-01 04:30:59,-19.55,169.2667,77.05,64,74,12.82
414,Meulaboh,ID,2021-11-01 04:30:59,4.1363,96.1285,84.7,67,99,5.12
415,Togur,RU,2021-11-01 04:31:00,58.3631,82.8265,17.04,68,100,8.5
416,Yantal,RU,2021-11-01 04:31:00,56.8471,105.2542,35.1,79,100,5.93
417,Gravdal,NO,2021-11-01 04:31:01,68.1214,13.5031,46.29,100,40,11.5
418,Ginda,IN,2021-11-01 04:31:02,30.6945,78.4932,61.07,50,1,5.23
419,San Matias,BO,2021-11-01 04:31:03,-16.3667,-58.4,72.57,91,24,2.39
420,Sebastian,US,2021-11-01 04:31:03,35.1668,-94.2669,53.08,89,0,4.03
421,Kruisfontein,ZA,2021-11-01 04:31:04,-34.0033,24.7314,61.88,81,100,22.19
422,Bonavista,CA,2021-11-01 04:31:04,48.6499,-53.1147,47.12,88,90,15.73
423,Folkestone,GB,2021-11-01 04:31:05,51.0833,1.1833,51.06,93,93,11.99
424,Okhotsk,RU,2021-11-01 04:31:05,59.3833,143.3,13.42,63,21,10.74
425,Pontes E Lacerda,BR,2021-11-01 04:31:06,-15.2261,-59.3353,71.08,89,57,1.99
426,Mildura,AU,2021-11-01 04:31:06,-34.2,142.15,86.07,12,90,3.44
427,Gushikawa,JP,2021-11-01 04:31:07,26.3544,127.8686,80.19,65,20,14.97
428,Ewa Beach,US,2021-11-01 04:31:07,21.3156,-158.0072,80.55,70,75,11.01
429,Vostok,RU,2021-11-01 04:29:54,46.4856,135.8833,43.77,45,6,3.42
430,Mezen,RU,2021-11-01 04:31:08,65.8522,44.24,16.47,93,50,7.61
431,Kununurra,AU,2021-11-01 04:31:09,-15.7667,128.7333,94.98,38,51,6.91
432,Ambilobe,MG,2021-11-01 04:31:09,-13.2,49.05,83.52,60,17,3.98
433,Nakamura,JP,2021-11-01 04:31:10,32.9833,132.9333,71.46,60,77,2.75
434,Jhang,PK,2021-11-01 04:31:10,33.6748,72.6963,68.61,29,5,4.59
435,Manta,EC,2021-11-01 04:31:11,-0.95,-80.7333,73.18,88,90,10.36
436,Oktyabrskiy,RU,2021-11-01 04:31:11,54.4815,53.471,41.47,81,40,9.57
437,Kutum,SD,2021-11-01 04:31:11,14.2,24.6667,72.64,25,25,11.01
438,Zyryanka,RU,2021-11-01 04:31:12,65.75,150.85,0.18,89,17,10.09
439,Kushmurun,KZ,2021-11-01 04:31:12,52.4503,64.6311,44.96,80,92,14.03
440,Rabak,SD,2021-11-01 04:31:13,13.1809,32.74,85.78,36,56,1.01
441,West Bay,KY,2021-11-01 04:31:14,19.3667,-81.4167,82.08,67,60,3.0
442,Neman,RU,2021-11-01 04:31:14,55.0311,22.0264,43.18,73,59,11.25
443,Acapulco,MX,2021-11-01 04:31:15,16.8634,-99.8901,78.15,86,66,4.07
444,Maralal,KE,2021-11-01 04:31:15,1.0968,36.698,63.84,62,42,9.1
445,Radnevo,BG,2021-11-01 04:31:16,42.3,25.9333,55.71,82,95,2.91
446,Koutsouras,GR,2021-11-01 04:31:16,35.0339,25.9469,65.1,73,72,11.79
447,Soyo,AO,2021-11-01 04:31:17,-6.1349,12.3689,77.02,82,100,10.89
448,Mount Gambier,AU,2021-11-01 04:31:18,-37.8333,140.7667,71.51,33,2,6.91
449,Lagoa,PT,2021-11-01 04:31:18,39.05,-27.9833,68.36,91,100,9.71
450,Cockburn Town,TC,2021-11-01 04:31:19,21.4612,-71.1419,81.79,68,98,9.98
451,Kenora,CA,2021-11-01 04:30:36,49.8167,-94.4337,35.58,93,90,9.22
452,Vardo,NO,2021-11-01 04:31:20,70.3705,31.1107,32.2,76,96,17.76
453,Chokwe,MZ,2021-11-01 04:31:20,-24.5333,32.9833,72.99,68,0,2.24
454,Gasa,PS,2021-11-01 04:31:21,31.5,34.4667,72.91,49,100,2.68
455,Matagami,CA,2021-11-01 04:29:19,49.7502,-77.6328,37.51,100,90,9.22
456,Angoche,MZ,2021-11-01 04:31:22,-16.2325,39.9086,81.7,68,4,13.2
457,Ucluelet,CA,2021-11-01 04:31:23,48.9329,-125.5528,52.09,61,0,11.05
458,Marzuq,YE,2021-11-01 04:31:23,14.4,46.4667,69.6,45,15,6.46
459,Sol-Iletsk,RU,2021-11-01 04:31:24,51.1631,54.9918,42.69,81,33,11.52
460,Kismayo,SO,2021-11-01 04:31:24,-0.3582,42.5454,81.19,72,30,16.13
461,Khakhea,BW,2021-11-01 04:31:25,-24.6895,23.494,71.89,23,0,8.68
462,Abu Kamal,SY,2021-11-01 04:31:26,34.4506,40.9171,70.47,55,71,11.1
463,Ankang,CN,2021-11-01 04:31:26,32.68,109.0172,61.66,86,100,2.19
464,Chicama,PE,2021-11-01 04:31:27,-7.8447,-79.1469,59.54,79,20,4.29
465,Labuhan,ID,2021-11-01 04:31:28,-6.8844,112.2051,81.75,75,100,7.31
466,Lucea,JM,2021-11-01 04:31:28,18.451,-78.1736,76.86,78,26,2.06
467,Nan,TH,2021-11-01 04:31:28,18.8333,100.6667,82.42,74,40,5.75
468,Mocuba,MZ,2021-11-01 04:31:29,-16.8392,36.9856,79.07,73,99,1.03
469,Athabasca,CA,2021-11-01 04:31:29,54.7169,-113.2854,26.42,56,4,6.15
470,Kasama,ZM,2021-11-01 04:31:30,-10.2129,31.1808,72.14,62,89,0.67
471,Bolkhov,RU,2021-11-01 04:31:30,53.4433,36.0044,36.86,80,0,6.38
472,Buritis,BR,2021-11-01 04:31:31,-15.6178,-46.4233,72.72,79,99,2.59
473,Rudabanya,HU,2021-11-01 04:31:32,48.3833,20.6333,31.23,86,0,2.42
474,Grafton,US,2021-11-01 04:31:32,42.207,-71.6856,54.63,81,39,1.99
475,Zverinogolovskoye,RU,2021-11-01 04:31:33,54.4586,64.8542,44.44,84,100,13.04
476,Yeppoon,AU,2021-11-01 04:31:33,-23.1333,150.7333,78.58,61,72,18.77
477,Ughelli,NG,2021-11-01 04:31:34,5.4899,6.0074,74.35,97,57,1.97
478,Aswan,EG,2021-11-01 04:31:34,24.0934,32.907,80.4,32,91,7.31
479,Whitehorse,CA,2021-11-01 04:30:36,60.7161,-135.0538,33.03,64,75,15.01
480,Bilma,NE,2021-11-01 04:31:35,18.6853,12.9164,73.8,24,29,14.52
481,Kuching,MY,2021-11-01 04:31:35,1.55,110.3333,88.02,70,40,4.61
482,Karratha,AU,2021-11-01 04:31:36,-20.7377,116.8463,80.46,49,4,16.33
483,Diffa,NE,2021-11-01 04:31:36,13.3154,12.6113,78.22,30,83,10.36
484,Hohhot,CN,2021-11-01 04:28:07,40.8106,111.6522,46.69,36,0,4.47
485,Kizlyar,RU,2021-11-01 04:31:37,43.8469,46.715,57.56,83,100,9.78
486,Tutoia,BR,2021-11-01 04:29:11,-2.7619,-42.2744,78.39,87,98,12.01
487,Sydney Mines,CA,2021-11-01 04:31:38,46.2367,-60.2177,55.49,95,90,13.0
488,Shiyan,CN,2021-11-01 04:31:38,32.6475,110.7781,61.2,65,100,7.05
489,Hamilton,US,2021-11-01 04:30:13,39.1834,-84.5333,52.05,81,90,1.99
490,Kattivakkam,IN,2021-11-01 04:31:39,13.2167,80.3167,78.89,86,100,15.79
491,Homer,US,2021-11-01 04:31:40,59.6425,-151.5483,44.49,86,90,8.05
492,Songjianghe,CN,2021-11-01 04:31:40,42.1859,127.479,34.81,99,100,2.91
493,Russell,US,2021-11-01 04:30:36,32.3502,-85.1999,53.2,90,1,0.0
494,Maxixe,MZ,2021-11-01 04:31:41,-23.8597,35.3472,67.82,83,20,0.0
495,Cururupu,BR,2021-11-01 04:31:42,-1.8283,-44.8683,75.74,90,57,3.85
496,Baldwin,US,2021-11-01 04:31:42,30.7505,-87.7667,58.48,85,0,3.85
497,Nara,JP,2021-11-01 04:31:43,34.6851,135.8049,74.91,49,99,3.04
498,Borgarnes,IS,2021-11-01 04:31:43,64.5383,-21.9206,35.65,77,62,13.62
499,Trelew,AR,2021-11-01 04:31:44,-43.249,-65.3051,46.99,79,67,11.77
500,Soure,BR,2021-11-01 04:31:44,-0.7167,-48.5233,79.75,84,63,9.89
501,Inuvik,CA,2021-11-01 04:29:15,68.3499,-133.7218,34.56,69,75,6.91
502,Bela Vista Do Paraiso,BR,2021-11-01 04:31:45,-22.9967,-51.1906,65.44,95,17,5.68
503,Wyndham,US,2021-11-01 04:31:46,37.6985,-77.6125,53.98,90,1,0.0
504,Margate,GB,2021-11-01 04:31:46,51.3813,1.3862,51.51,74,77,4.0
505,Coahuayana,MX,2021-11-01 04:31:47,18.7333,-103.6833,75.02,87,18,2.73
506,Oriximina,BR,2021-11-01 04:31:47,-1.7656,-55.8661,75.15,88,65,2.75
507,Gladstone,AU,2021-11-01 04:31:48,-23.85,151.25,81.79,50,40,18.41
508,Guarne,CO,2021-11-01 04:31:48,6.2805,-75.4435,56.59,100,75,0.0
509,Novosibirsk,RU,2021-11-01 04:31:43,55.0411,82.9344,24.73,97,90,5.82
510,Progreso,MX,2021-11-01 04:31:49,21.2833,-89.6667,73.02,66,6,8.55
511,Aquiraz,BR,2021-11-01 04:31:49,-3.9014,-38.3911,84.22,67,73,11.52
512,Christchurch,NZ,2021-11-01 04:27:45,-43.5333,172.6333,61.32,67,54,8.01
513,Maniitsoq,GL,2021-11-01 04:28:32,65.4167,-52.9,35.64,99,99,11.95
514,Mercedes,AR,2021-11-01 04:31:50,-34.6515,-59.4307,60.84,82,85,11.65
515,Bonito,BR,2021-11-01 04:31:51,-21.1211,-56.4819,71.15,84,35,3.62
516,Binghamton,US,2021-11-01 04:29:32,42.0987,-75.918,52.18,87,75,1.01
517,Borovoy,RU,2021-11-01 04:31:52,55.4333,86.0833,24.08,80,90,13.42
518,Nantai,CN,2021-11-01 04:31:52,40.9241,122.8044,45.72,48,2,10.78
519,Naron,ES,2021-11-01 04:31:53,43.5167,-8.1528,56.25,77,39,9.57
520,Pacific Grove,US,2021-11-01 04:30:53,36.6177,-121.9166,59.29,82,90,1.01
521,Touros,BR,2021-11-01 04:31:53,-5.1989,-35.4608,81.5,78,70,14.2
522,Acarau,BR,2021-11-01 04:27:41,-2.8856,-40.12,79.93,78,45,13.8
523,Samarai,PG,2021-11-01 04:31:19,-10.6167,150.6667,83.64,78,100,15.03
524,Daru,PG,2021-11-01 04:31:54,-9.0763,143.2092,82.45,86,100,15.46
525,Krasnoarmeyskoye,RU,2021-11-01 04:31:55,52.7182,50.0322,43.74,76,11,9.35
526,Charlestown,AU,2021-11-01 04:28:42,-32.95,151.6667,79.02,55,100,1.99
527,Itarema,BR,2021-11-01 04:31:56,-2.9248,-39.9167,80.33,76,57,13.44
528,La Paz,BO,2021-11-01 04:31:56,-16.5,-68.15,46.38,87,75,5.75
529,Port Blair,IN,2021-11-01 04:31:57,11.6667,92.75,84.56,71,54,10.83
530,Sovetskiy,RU,2021-11-01 04:31:57,61.3614,63.5842,16.9,87,99,7.56
531,Jimma,ET,2021-11-01 04:31:58,7.6667,36.8333,61.5,71,28,1.63
532,Otjimbingwe,NA,2021-11-01 04:31:59,-22.35,16.1333,63.27,30,0,2.04
533,Aksehir,TR,2021-11-01 04:32:00,38.3575,31.4164,53.1,77,100,5.3
534,Sioux Lookout,CA,2021-11-01 04:32:00,50.1001,-91.917,32.38,93,90,9.22
535,Arlit,NE,2021-11-01 04:32:01,18.7369,7.3853,77.77,23,36,6.26
536,Tevaitoa,PF,2021-11-01 04:32:01,-16.7833,-151.5,79.12,72,86,16.75
537,Yerbogachen,RU,2021-11-01 04:32:02,61.2767,108.0108,25.61,92,100,5.26
538,Cabedelo,BR,2021-11-01 04:32:03,-6.9811,-34.8339,77.67,74,54,11.59
539,Suez,EG,2021-11-01 04:32:03,29.9737,32.5263,75.7,53,100,1.86
540,Hirara,JP,2021-11-01 04:32:04,24.8,125.2833,82.26,69,40,9.22
541,Leh,IN,2021-11-01 04:32:04,34.1667,77.5833,28.69,49,98,2.86
542,Warmbad,NA,2021-11-01 04:32:05,-28.45,18.7333,55.53,66,46,19.57
543,Nea Iraklitsa,GR,2021-11-01 04:32:06,40.8644,24.3158,56.62,71,79,3.44
544,Berdigestyakh,RU,2021-11-01 04:32:06,62.0989,126.6992,18.95,80,98,2.55
545,Shitanjing,CN,2021-11-01 04:32:07,39.2342,106.3439,45.93,39,100,5.48
546,Sukumo,JP,2021-11-01 04:32:07,32.9333,132.7333,72.12,56,78,4.81
547,Pahrump,US,2021-11-01 04:32:08,36.2083,-115.9839,71.19,32,85,6.93
548,Aksu,CN,2021-11-01 04:32:09,41.1231,80.2644,52.97,23,2,3.18
549,Wamba,NG,2021-11-01 04:32:09,8.9333,8.6,71.19,77,49,2.95
550,Tuskegee,US,2021-11-01 04:32:10,32.424,-85.6916,53.4,100,0,4.52
551,Bagdarin,RU,2021-11-01 04:32:10,54.4333,113.6,32.4,58,23,3.76
552,Isiro,CD,2021-11-01 04:32:11,2.7739,27.616,67.21,99,100,2.37
553,Xiaoweizhai,CN,2021-11-01 04:32:12,26.1903,107.5125,56.23,96,100,2.04
554,Banff,CA,2021-11-01 04:32:12,51.1762,-115.5698,21.49,92,1,1.14
555,Copperas Cove,US,2021-11-01 04:32:13,31.1241,-97.9031,64.08,66,1,5.75
556,Tayginka,RU,2021-11-01 04:32:13,55.6244,60.5076,44.15,84,100,11.74
557,The Valley,AI,2021-11-01 04:32:14,18.217,-63.0578,81.1,68,3,13.24
558,Banda Aceh,ID,2021-11-01 04:32:14,5.5577,95.3222,84.45,69,82,2.57
559,Acari,PE,2021-11-01 04:32:15,-15.4311,-74.6158,68.63,66,70,1.34
560,Jijiga,ET,2021-11-01 04:32:15,9.35,42.8,64.67,64,43,13.18
561,Zhezkazgan,KZ,2021-11-01 04:32:16,47.8043,67.7144,45.55,64,100,17.34
